
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"22","17.4 / 2022/01/22 06:20:00","14.3 / 2022/02/22 02:58:00","16.5 / 2022/03/22 05:56:00","20.4 / 2022/04/22 05:28:00","21.4 / 2022/05/22 00:01:00","26.1 / 2022/06/22 05:10:00","28.2 / 2022/07/22 05:39:00","27.6 / 2022/08/22 05:32:00","23.3 / 2022/09/22 05:54:00","24.1 / 2022/10/22 22:50:00","23.5 / 2022/11/22 06:02:00","10.4 / 2022/12/22 04:46:00"
"23","17.6 / 2022/01/23 06:41:00","12.5 / 2022/02/23 23:23:00","14.1 / 2022/03/23 21:34:00","23.9 / 2022/04/23 03:07:00","22.5 / 2022/05/23 04:56:00","26.4 / 2022/06/23 16:20:00","28.9 / 2022/07/23 06:19:00","28.0 / 2022/08/23 05:48:00","21.9 / 2022/09/23 05:33:00","21.8 / 2022/10/23 14:23:00","20.6 / 2022/11/23 17:28:00","9.9 / 2022/12/23 05:31:00"
"24","16.9 / 2022/01/24 23:41:00","12.3 / 2022/02/24 04:47:00","14.4 / 2022/03/24 00:01:00","23.8 / 2022/04/24 05:02:00","22.4 / 2022/05/24 17:04:00","24.9 / 2022/06/24 13:59:00","28.8 / 2022/07/24 06:05:00","27.6 / 2022/08/24 17:42:00","23.1 / 2022/09/24 06:54:00","21.2 / 2022/10/24 05:42:00","20.4 / 2022/11/24 02:37:00","8.5 / 2022/12/24 06:04:00"
"25","16.9 / 2022/01/25 00:01:00","13.5 / 2022/02/25 00:13:00","19.0 / 2022/03/25 04:27:00","24.1 / 2022/04/25 05:45:00","22.2 / 2022/05/25 00:29:00","24.5 / 2022/06/25 05:00:00","29.2 / 2022/07/25 05:46:00","24.9 / 2022/08/25 16:43:00","24.4 / 2022/09/25 03:48:00","20.9 / 2022/10/25 03:33:00","20.2 / 2022/11/25 23:38:00","8.3 / 2022/12/25 05:43:00"
"26","18.4 / 2022/01/26 04:36:00","14.1 / 2022/02/26 04:25:00","18.1 / 2022/03/26 22:53:00","24.0 / 2022/04/26 04:22:00","21.1 / 2022/05/26 23:22:00","25.2 / 2022/06/26 03:08:00","28.1 / 2022/07/26 05:32:00","25.2 / 2022/08/26 04:42:00","25.7 / 2022/09/26 05:09:00","21.1 / 2022/10/26 04:59:00","20.2 / 2022/11/26 00:56:00","10.5 / 2022/12/26 05:54:00"
"27","19.1 / 2022/01/27 04:18:00","16.0 / 2022/02/27 02:27:00","14.9 / 2022/03/27 22:15:00","25.1 / 2022/04/27 19:23:00","21.3 / 2022/05/27 00:01:00","26.8 / 2022/06/27 03:31:00","27.7 / 2022/07/27 05:42:00","27.3 / 2022/08/27 05:35:00","25.8 / 2022/09/27 05:41:00","22.1 / 2022/10/27 04:27:00","21.5 / 2022/11/27 04:30:00","14.5 / 2022/12/27 00:09:00"
"28","17.5 / 2022/01/28 23:56:00","17.1 / 2022/02/28 06:17:00","15.0 / 2022/03/28 02:51:00","24.9 / 2022/04/28 02:30:00","22.7 / 2022/05/28 00:01:00","26.1 / 2022/06/28 05:29:00","27.6 / 2022/07/28 05:15:00","27.1 / 2022/08/28 05:08:00","26.2 / 2022/09/28 05:45:00","22.2 / 2022/10/28 06:01:00","21.5 / 2022/11/28 05:19:00","15.6 / 2022/12/28 23:59:00"
"29","16.2 / 2022/01/29 05:33:00","-- / --","17.7 / 2022/03/29 00:01:00","20.5 / 2022/04/29 23:24:00","24.0 / 2022/05/29 04:14:00","27.5 / 2022/06/29 19:45:00","25.8 / 2022/07/29 23:47:00","26.8 / 2022/08/29 05:58:00","27.0 / 2022/09/29 06:14:00","21.9 / 2022/10/29 17:47:00","23.2 / 2022/11/29 06:44:00","15.5 / 2022/12/29 00:07:00"
"30","12.4 / 2022/01/30 15:56:00","-- / --","20.8 / 2022/03/30 06:20:00","20.2 / 2022/04/30 02:44:00","25.2 / 2022/05/30 05:09:00","27.3 / 2022/06/30 04:56:00","25.5 / 2022/07/30 01:19:00","27.8 / 2022/08/30 05:17:00","26.8 / 2022/09/30 06:23:00","22.4 / 2022/10/30 01:31:00","17.2 / 2022/11/30 22:23:00","15.7 / 2022/12/30 05:02:00"
"31","13.4 / 2022/01/31 00:01:00","-- / --","17.5 / 2022/03/31 23:50:00","-- / --","25.0 / 2022/05/31 23:58:00","-- / --","27.9 / 2022/07/31 04:57:00","27.0 / 2022/08/31 05:07:00","-- / --","19.9 / 2022/10/31 23:27:00","-- / --","15.2 / 2022/12/31 05:10:00"
"極端值","12.0 / 2022/01/12 05:54:00","10.3 / 2022/02/20 11:25:00","11.9 / 2022/03/08 04:12:00","13.2 / 2022/04/03 01:22:00","15.1 / 2022/05/02 02:28:00","20.2 / 2022/06/07 13:55:00","25.2 / 2022/07/06 05:16:00","24.9 / 2022/08/25 16:43:00","21.9 / 2022/09/23 05:33:00","18.6 / 2022/10/18 04:07:00","17.2 / 2022/11/30 22:23:00","8.3 / 2022/12/25 05:43:00"
